COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
Barnwell,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),5,6.6,18,6.8
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,6.2,33,4.6
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.3,12,3.8
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,7.0,40,4.8
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,51.6,41,38.7
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,22.7,44,12.3
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,12.4,39,12.6
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,19.9,20,20.4
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,39.3,33,32.7
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,68.1,31,73.7
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,45.8,44,62.8
Barnwell,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,68.2,29,71.8
Barnwell,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),5,6.6,12,14.7
Barnwell,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),42,55.9,41,43.0
Barnwell,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),167,200.4,41,168.4
Barnwell,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),30,37.6,8,45.4
Barnwell,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),49,62.4,37,48.5
Barnwell,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),26,32.4,34,22.5
Barnwell,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),190,244.6,38,176.8
Barnwell,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),18,28.4,31,19.0
Barnwell,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),8,13.3,20,15.3
Barnwell,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),775,10.0,36,8.3
Barnwell,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,21.5,NA,12.8
Barnwell,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,51.9,NA,64.7
Barnwell,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,44.6,NA,27.6
Barnwell,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.3,NA,2.2
Barnwell,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,2.3,NA,5.5
Barnwell,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,23.1,43,16.7
Barnwell,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,77.4,36,77.8
Barnwell,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,56.0,NA,64.4
Barnwell,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,19.5,NA,13.8
Barnwell,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,14.3,NA,13.3
Barnwell,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Barnwell,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,3.9,36,2.6
Barnwell,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,48.5,NA,39.3
Barnwell,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),522,70.9,NA,50.1
Barnwell,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),421,57.2,35,76.5
Barnwell,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),87,11.8,34,9.6
Barnwell,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),511,69.4,40,75.2
Barnwell,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),68,9.2,19,9.1
Barnwell,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),92,12.5,32,11.2
Barnwell,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),64,30.3,26,23.8
Barnwell,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),8,10.9,39,6.8
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,7.7,43,4.6
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.6,14,3.8
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,7.5,38,4.9
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,51.4,37,38.4
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,22.4,45,12.8
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,11.2,39,8.7
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,18.7,17,19.5
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,40.4,38,33.2
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,61.2,39,72.7
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,44.7,45,62.4
Barnwell,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,64.3,37,73.4
Barnwell,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,9.3,17,16.7
Barnwell,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,57.5,40,45.4
Barnwell,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,202.7,43,165.5
Barnwell,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,30.0,2,45.6
Barnwell,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,60.6,37,48.4
Barnwell,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,33.4,33,23.4
Barnwell,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,238.9,38,174.0
Barnwell,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,26.1,24,20.5
Barnwell,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,9.2,7,15.6
Barnwell,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,9.9,34,8.3
Barnwell,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,22.5,NA,12.3
Barnwell,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,51.8,NA,64.6
Barnwell,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,44.4,NA,27.5
Barnwell,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.3,NA,2.3
Barnwell,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,2.5,NA,5.7
Barnwell,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,25.4,46,15.8
Barnwell,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,82.5,16,78.0
Barnwell,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,52.6,NA,65.2
Barnwell,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,9.3,NA,5.3
Barnwell,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,14.8,NA,12.1
Barnwell,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Barnwell,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.2,8,1.9
Barnwell,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,47.4,NA,38.7
Barnwell,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),509,70.3,NA,49.4
Barnwell,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),435,60.1,36,77.5
Barnwell,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),86,11.9,32,9.7
Barnwell,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),507,70.0,39,76.2
Barnwell,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),69,9.5,22,8.6
Barnwell,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),100,13.8,40,11.2
Barnwell,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),69,32.9,30,22.5
Barnwell,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),9,12.4,42,6.9
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,8.1,39,4.8
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,2.8,5,3.9
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.9,26,5.1
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,44.6,26,38.9
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,18.0,35,13.3
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,10.0,33,9.0
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,16.2,7,18.9
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,42.7,41,34.1
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,62.2,38,72.7
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,49.6,44,60.9
Barnwell,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,68.1,31,73.8
Barnwell,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),8,11.7,17,18.8
Barnwell,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),39,49.3,33,44.8
Barnwell,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),171,202.4,45,162.3
Barnwell,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),31,39.5,8,45.3
Barnwell,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),44,53.4,31,47.0
Barnwell,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),33,40.7,36,23.9
Barnwell,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),188,228.0,35,170.7
Barnwell,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),15,24.6,20,20.6
Barnwell,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),8,12.2,12,15.8
Barnwell,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),804,10.1,36,8.3
Barnwell,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,20.7,NA,11.7
Barnwell,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,51.5,NA,64.5
Barnwell,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,44.4,NA,27.3
Barnwell,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.5,NA,2.3
Barnwell,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,2.6,NA,5.8
Barnwell,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,15.1,20,15.6
Barnwell,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,80.0,28,77.3
Barnwell,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,52.4,NA,65.9
Barnwell,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,8.1,NA,5.2
Barnwell,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,13.3,NA,11.0
Barnwell,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Barnwell,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,2.4,26,1.8
Barnwell,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,47.9,NA,38.0
Beaufort,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,41.5,NA,51.2
Beaufort,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,85.5,1,72.4
Beaufort,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,8.3,4,9.6
Beaufort,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,74.7,21,74.3
Beaufort,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,6.1,4,10.6
Beaufort,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,10.2,8,11.0
Beaufort,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,25.9,8,28.7
Beaufort,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,3.4,1,6.8
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.3,23,4.7
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.7,17,3.8
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,4.8,15,4.7
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,39.2,10,38.5
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,13.0,27,12.0
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,5.6,5,8.3
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,14.6,3,21.0
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,24.2,2,32.7
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,81.8,1,73.7
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,65.4,19,63.9
Beaufort,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,71.0,23,71.6
Beaufort,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,5.6,13,13.0
Beaufort,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,30.9,14,38.7
Beaufort,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,136.2,1,170.2
Beaufort,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,28.9,1,45.9
Beaufort,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,24.4,1,49.6
